ID,Query,Category,Difficulty,CSV_Answer,RAG_Answer,BLEU_Score,ROUGE_L_Score,Max_Score
q103,What is 'psoriasis'?,disease,medium,"Psoriasis is a chronic autoimmune disease that causes a rapid buildup of skin cells. This scaling on the skin's surface leads to red, itchy, and scaly patches, most commonly on the knees, elbows, and scalp.","Psoriasis is a chronic, non-contagious skin disease characterized by inflamed, itchy, scaly, red patches on the skin, often covered with silvery-white scabs of dead skin.",0.36,0.23333333333333334,0.36
q104,What is a 'pulmonary function test' (PFT)?,diagnosis,medium,"A PFT is a non-invasive test that measures lung function, including lung volume, capacity, and flow rates. It's used to diagnose and monitor lung diseases like asthma and COPD.","A pulmonary function test (PFT) is a group of procedures that measure lung function, revealing issues with breathing. It involves using a spirometer to assess the volume of air entering and leaving the lungs, which helps determine the cause of shortness of breath and confirm lung diseases like asthma and bronchitis. The test is painless and done in a doctor's office.",0.2391304347826087,0.28888888888888886,0.28888888888888886
q105,What is 'pre-eclampsia'?,disease,high,"Pre-eclampsia is a serious pregnancy complication characterized by high blood pressure and signs of damage to another organ system, most often the liver and kidneys. It usually begins after 20 weeks of pregnancy in women whose blood pressure had been normal.","Pre-eclampsia is a condition characterized by high blood pressure, protein in the urine, and swelling during pregnancy, typically developing after week 20. It poses risks such as premature birth and complications for both the mother and baby. Regular monitoring during pregnancy can help diagnose and manage this condition early.",0.3023255813953488,0.24444444444444444,0.3023255813953488
q106,What is the function of 'platelets'?,anatomy,medium,"Platelets (or thrombocytes) are small, colorless cell fragments in our blood whose main function is to form clots to stop or prevent bleeding. When a blood vessel is injured, platelets clump together to plug the leak.","Platelets help in blood clot formation by recognizing and adhering to damaged areas inside blood vessels, triggering chemical changes that result in a blood clot. They gather at the injury site, change shape to catch more platelets and clotting proteins, and release chemical signals to reinforce the clot, acting as a patch while the damaged area heals.",0.13636363636363635,0.1935483870967742,0.1935483870967742
q107,What is a 'beta-blocker'?,treatment,medium,"A beta-blocker is a class of medication used to manage high blood pressure, chest pain (angina), and abnormal heart rhythms. They work by blocking the effects of the hormone epinephrine (adrenaline), causing your heart to beat more slowly and with less force.","A beta blocker is a type of medication, also known as a beta-adrenergic blocker, that is usually prescribed to treat heart conditions and reduce physical symptoms of anxiety and phobias, such as sweating and palpitations. They are available in capsule, tablet, liquid, and injectable forms, and require a physician's prescription. Some common beta blockers include atenolol, metoprolol, nadolol, propranolol, and timolol.",0.14285714285714285,0.1553398058252427,0.1553398058252427
q108,What is a 'benzodiazepine'?,treatment,high,"Benzodiazepines are a class of psychoactive drugs used to treat anxiety, insomnia, seizures, and panic disorders. They are depressants that enhance the effect of the neurotransmitter GABA, resulting in a calming effect. They have a high potential for dependence.","Benzodiazepines are medicines that help relieve nervousness, tension, and related symptoms by slowing down the central nervous system. They are a type of antianxiety drug.",0.3333333333333333,0.18750000000000003,0.3333333333333333
q109,What is 'Sjögren's syndrome'?,disease,high,Sjögren's syndrome is an autoimmune disorder primarily identified by its two most common symptoms: dry eyes and a dry mouth. The body's immune system attacks the glands that produce tears and saliva.,"Sjögren's syndrome is a disorder characterized by extreme dryness of the mouth and eyes, often associated with other autoimmune disorders. It is named after Henrik Sjögren, a Swedish ophthalmologist.",0.3333333333333333,0.22950819672131145,0.3333333333333333
q110,What is the main risk of combining 'Viagra' (sildenafil) and 'nitrates'?,drug_interaction,high,"Combining sildenafil (Viagra) with nitrates (medications for chest pain, like nitroglycerin) is extremely dangerous. Both drugs cause blood vessels to widen, and together they can cause a sudden, severe, and life-threatening drop in blood pressure.","The main risk of combining Viagra (sildenafil) and nitrates is a dramatic drop in blood pressure, which could potentially trigger a heart attack or stroke.",0.3333333333333333,0.23333333333333334,0.3333333333333333
q111,What is 'fibromyalgia'?,disease,medium,"Fibromyalgia is a chronic disorder characterized by widespread musculoskeletal pain, fatigue, and tenderness in localized areas. It is often accompanied by sleep, memory, and mood issues. The exact cause is unknown.","Fibromyalgia is a chronic syndrome characterized by fatigue, widespread muscular pain, and pain at specific points on the body.",0.5789473684210527,0.39999999999999997,0.5789473684210527
q112,What is a 'lumbar puncture' (spinal tap)?,medical_procedure,high,"A lumbar puncture is a medical procedure where a needle is inserted into the spinal canal in the lower back (lumbar area) to collect cerebrospinal fluid (CSF). It is used to diagnose conditions affecting the brain and spinal cord, like meningitis.","A lumbar puncture, also known as a spinal tap, is a diagnostic procedure where a doctor inserts a thin needle into the lower spine to withdraw a small amount of cerebrospinal fluid. This fluid is then examined to assess potential trauma to the brain.",0.37142857142857144,0.39999999999999997,0.39999999999999997
q113,What is 'MRSA'?,disease,medium,"MRSA (Methicillin-resistant Staphylococcus aureus) is a type of 'staph' bacteria that is resistant to many common antibiotics, including methicillin. This makes MRSA infections difficult to treat. It often causes skin infections but can become life-threatening if it enters the bloodstream.","The provided context does not mention MRSA. However, MRSA generally stands for Methicillin-Resistant Staphylococcus Aureus, a type of bacteria that is resistant to many antibiotics, often causing infections in different parts of the body.",0.46875,0.4054054054054054,0.46875
q114,What is 'nephrotoxicity'?,side_effects,high,"Nephrotoxicity is a side effect where a drug or toxin causes damage to the kidneys. Certain antibiotics, NSAIDs, and contrast dyes used in imaging can be nephrotoxic, especially in high doses or in patients with pre-existing kidney problems.","Nephrotoxicity refers to the occurrence of kidney damage due to exposure to toxic substances. This condition can impair the kidneys' ability to filter waste from the blood, potentially leading to renal failure.",0.23076923076923078,0.11428571428571428,0.23076923076923078
q115,What is the difference between 'hypothyroidism' and 'hyperthyroidism'?,disease,medium,"Hypothyroidism (underactive thyroid) is when the thyroid gland doesn't produce enough thyroid hormone, leading to fatigue, weight gain, and feeling cold. Hyperthyroidism (overactive thyroid) is when it produces too much, causing weight loss, rapid heartbeat, and anxiety.","Hypothyroidism is characterized by an underactive thyroid, leading to symptoms such as fatigue, decreased heart rate, weight gain, and depression. In contrast, hyperthyroidism involves an overactive thyroid that results in the excess production of thyroid hormones. This condition can lead to symptoms like metabolic imbalances and heart problems.",0.2682926829268293,0.23529411764705882,0.2682926829268293
q116,What is 'leukemia'?,disease,medium,"Leukemia is a type of cancer of the body's blood-forming tissues, including the bone marrow and the lymphatic system. It results in the overproduction of abnormal white blood cells, which impairs the body's ability to fight infection.","Leukemia is a type of cancer that affects the blood and bone marrow, characterized by the excessive production of abnormal white blood cells. It is the most common childhood cancer, though it affects more adults, with half the cases occurring in individuals 60 years or older. There are various forms, including acute and chronic leukemias.",0.32608695652173914,0.3043478260869565,0.32608695652173914
q117,What is 'lymphoma'?,disease,medium,"Lymphoma is a cancer of the lymphatic system, which is part of the body's immune network. It involves lymphocytes, a type of white blood cell. The main types are Hodgkin's lymphoma and non-Hodgkin's lymphoma.","Lymphoma is a type of cancer that affects lymph cells and tissues, including certain white blood cells like T cells and B cells, as well as lymph nodes, bone marrow, and the spleen. It involves the uncontrollable multiplication of abnormal lymphocytes or leukocytes.",0.34285714285714286,0.2077922077922078,0.34285714285714286
q118,What is 'BMI'?,diagnosis,easy,"BMI (Body Mass Index) is a value derived from a person's mass (weight) and height. It is used as a simple screening tool to categorize weight as underweight, normal weight, overweight, or obese. It does not directly measure body fat.","BMI, or Body Mass Index, is a measurement used to assess a person's amount of body fat based on their weight in pounds and height in inches. It is calculated by multiplying the weight in pounds by 703.1, and then dividing that number by the square of the height in inches. A BMI of 18.5–24.9 is considered healthy, while higher values indicate overweight or various degrees of obesity.",0.2553191489361702,0.18518518518518517,0.2553191489361702
q119,What is 'macular degeneration'?,disease,medium,"Age-related macular degeneration (AMD) is a common eye condition and a leading cause of vision loss among people age 50 and older. It causes damage to the macula, the part of the retina responsible for sharp, central vision.","Macular degeneration is the progressive deterioration of the macula, a critical 3-5 mm area in the retina responsible for central vision. This condition leads to an irreversible loss of central vision while peripheral vision is retained. In the early stages, vision may become gray, hazy, or distorted.",0.42105263157894735,0.28235294117647053,0.42105263157894735
q120,What is 'bipolar disorder'?,mental_health,medium,"Bipolar disorder is a mental health condition that causes extreme mood swings that include emotional highs (mania or hypomania) and lows (depression). These mood shifts can affect sleep, energy, judgment, and behavior.","Bipolar disorder is an affective mental illness that leads to radical emotional changes and mood swings, ranging from manic highs to depressive lows. Most individuals with bipolar disorder experience alternating episodes of mania and depression.",0.2903225806451613,0.26865671641791045,0.2903225806451613
q121,What is 'angina'?,symptom,medium,"Angina is chest pain or discomfort caused by reduced blood flow to the heart muscle. It is not a heart attack, but it is a warning sign that you are at increased risk for one. It's a symptom of underlying coronary artery disease.","Angina, also known as angina pectoris, is chest pain caused by an insufficient supply of blood (ischemia) to the heart muscle. It is often described as a muscle spasm accompanied by a feeling of choking, suffocation, or crushing heaviness.",0.4411764705882353,0.3902439024390244,0.4411764705882353
q122,What is 'candidiasis'?,disease,medium,"Candidiasis is a fungal infection caused by a yeast (a type of fungus) called Candida. It most commonly occurs in the mouth (thrush), in the vagina (yeast infection), or on the skin.","Candidiasis is a fungal infection caused by Candida species, with Candida albicans being the most common. It can manifest in various forms, including oral candidiasis, which presents as whitish patches in the mouth, or deeper organ involvement, particularly when the body's natural defenses are weakened. Hospital-acquired deep organ candidiasis is increasingly common, emphasizing the need for awareness in medical settings.",0.23529411764705882,0.28260869565217395,0.28260869565217395
q123,What is 'pharmacokinetics'?,treatment,high,"Pharmacokinetics is the branch of pharmacology that studies how the body affects a drug. It is often summarized as 'what the body does to the drug' and includes the processes of Absorption, Distribution, Metabolism, and Excretion (ADME).","The provided context does not explain 'pharmacokinetics.' However, pharmacokinetics generally refers to the study of how a drug is absorbed, distributed, metabolized, and excreted in the body.",0.36,0.25,0.36
q124,What is 'pharmacodynamics'?,treatment,high,"Pharmacodynamics is the study of the biochemical and physiological effects of drugs on the body. It is often summarized as 'what the drug does to the body,' including the drug's mechanism of action and its effects.","Pharmacodynamics is the study of how drugs affect the body, including the biological and physiological effects they induce and their mechanisms of action. It examines the interaction between the drug and its target cells or tissues.",0.4482758620689655,0.4166666666666667,0.4482758620689655
q125,What is 'triage'?,medical_procedure,medium,"Triage is the process of sorting patients based on the urgency of their medical needs. In an emergency room, this ensures that patients with the most life-threatening conditions (like a heart attack) are seen before patients with minor conditions (like a sprained ankle).","The context does not provide a definition for ""triage."" However, triage generally refers to the process of determining the priority of patients' treatments based on the severity of their condition, to ensure that those who need immediate care receive it first.",0.2571428571428571,0.2380952380952381,0.2571428571428571
q126,What is 'edema'?,symptom,medium,"Edema is the medical term for swelling caused by excess fluid trapped in your body's tissues. It most often occurs in the feet, ankles, and legs, but can affect any part of the body. It can be a sign of heart failure, kidney disease, or other conditions.",Edema is a condition characterized by an abnormally large fluid volume in the circulatory system or in tissues between the body’s cells.,0.4,0.20289855072463767,0.4
q127,What is a 'contraindication'?,treatment,high,"A contraindication is a specific situation, condition, or factor that makes a particular drug, procedure, or treatment inadvisable or potentially harmful. For example, pregnancy is a contraindication for taking the drug isotretinoin (Accutane).","A 'contraindication' is a specific situation, condition, or factor that makes the use of a particular drug or medical procedure harmful or inadvisable for a patient.",0.6666666666666666,0.5423728813559322,0.6666666666666666
q128,What is 'sciatica'?,symptom,medium,"Sciatica is nerve pain from an injury or irritation to the sciatic nerve, which is the longest and thickest nerve in the body. The pain radiates along the path of the nerve, from the lower back down through the hips and buttocks and down one leg.","Sciatica refers to pain or discomfort associated with the sciatic nerve, which runs from the lower part of the spinal cord, down the back of the leg, to the foot. It is commonly felt in the lower back, buttocks, and backs of the upper legs, affecting about 40% of the population at some point in their lives.",0.37209302325581395,0.2912621359223301,0.37209302325581395
q129,What is a 'C-section'?,medical_procedure,easy,A C-section (Cesarean section) is a surgical procedure used to deliver a baby through incisions in the mother's abdomen and uterus. It is often performed when a vaginal delivery is not safe for the mother or baby.,"A C-section, or cesarean section, is a surgical procedure where an incision is made through a woman's abdomen and uterus to deliver her baby.",0.5238095238095238,0.2950819672131148,0.5238095238095238
q130,What is 'Rosacea'?,disease,medium,"Rosacea is a common, chronic skin condition that causes blushing or flushing and visible blood vessels in your face. It may also produce small, red, pus-filled bumps. These symptoms can flare up for weeks to months and then go away for a while.","Rosacea is a chronic skin disease characterized by persistent redness and periodic outbreaks of pustules, primarily affecting the middle third of the face. It involves chronic inflammation, round nodules, and increased reactivity of the facial capillaries to heat. It is most common in females aged 30–50 years.",0.2564102564102564,0.2,0.2564102564102564
q131,What is a 'HMO' vs 'PPO' health insurance plan?,public_health,medium,"A HMO (Health Maintenance Organization) plan typically requires you to use doctors and hospitals within its network and requires a referral from a primary care physician (PCP) to see a specialist. A PPO (Preferred Provider Organization) plan offers more flexibility, allowing you to see out-of-network providers (at a higher cost) and see specialists without a referral.",The provided context does not define or compare HMO and PPO health insurance plans. Please consult additional resources for this information.,0.14285714285714285,0.0779220779220779,0.14285714285714285
q132,What is 'shingles'?,disease,medium,"Shingles (herpes zoster) is a viral infection that causes a painful rash, usually as a stripe of blisters on one side of the torso. It is caused by the varicella-zoster virus, the same virus that causes chickenpox. The virus remains dormant and can reactivate later in life as shingles.","Shingles, also known as herpes zoster, is a disease caused by the varicella zoster virus, the same virus responsible for chickenpox. It results in girdle-like skin eruptions, initially appearing as red patches that develop into blisters, and is often accompanied by pain along a nerve on the face, chest, stomach, or back.",0.32608695652173914,0.23762376237623764,0.32608695652173914
q133,What is an 'ACE inhibitor'?,treatment,medium,"An ACE (Angiotensin-Converting Enzyme) inhibitor is a class of medication used to treat high blood pressure and heart failure. It works by relaxing blood vessels, which lowers blood pressure and makes it easier for the heart to pump blood.","An ACE inhibitor is a medication that blocks the conversion of angiotensin I to a substance that causes increased salt and water retention, helping to relax blood vessel walls and lower blood pressure.",0.39285714285714285,0.2777777777777778,0.39285714285714285
q134,What is 'hepatotoxicity'?,side_effects,high,"Hepatotoxicity is the medical term for liver damage caused by a drug, chemical, or supplement. A well-known example is acetaminophen (Tylenol), which can cause severe liver failure in overdose.","Hepatotoxicity refers to liver damage caused by a substance that is toxic to the liver, known as a hepatotoxin.",0.47058823529411764,0.2916666666666667,0.47058823529411764
q135,What is 'endometriosis'?,disease,medium,"Endometriosis is a painful disorder in which tissue similar to the lining inside the uterus (the endometrium) grows outside the uterus. It most commonly involves the ovaries, fallopian tubes, and the tissue lining the pelvis.",Endometriosis is a condition where tissue similar to the lining of the uterus grows in other parts of the body. This tissue also builds up and sheds in response to monthly hormonal cycles but has no natural outlet for the discarded blood. It can lead to complications like pelvic adhesions.,0.30952380952380953,0.3294117647058824,0.3294117647058824
q136,What is 'schizophrenia'?,mental_health,high,"Schizophrenia is a serious, chronic mental disorder that affects how a person thinks, feels, and behaves. People with schizophrenia may experience hallucinations, delusions, and disordered thinking, and may seem like they have lost touch with reality.","Schizophrenia is a psychotic disorder characterized by severely impaired thinking, emotions, and behaviors. It involves distortions in perception, such as delusions and hallucinations, along with inappropriate moods, behaviors, and disorganized or incoherent speech.",0.25806451612903225,0.20289855072463767,0.25806451612903225
q137,What is an 'echocardiogram'?,diagnosis,medium,"An echocardiogram (or 'echo') is an ultrasound of the heart. It uses sound waves to create moving pictures of your heart's chambers, valves, and walls, allowing doctors to assess its structure and pumping action.","An echocardiogram is a non-invasive ultrasound test that shows an image of the inside of the heart. It is used to identify structural problems, such as those causing a heart murmur, and to evaluate blood flow, potentially helping in the detection of regurgitation through heart valves.",0.2702702702702703,0.275,0.275
q138,What is 'cirrhosis'?,disease,high,"Cirrhosis is late-stage, irreversible scarring (fibrosis) of the liver. This scar tissue replaces healthy liver tissue, blocking blood flow and preventing the liver from working properly. It's often caused by chronic alcoholism or hepatitis.","Cirrhosis is a chronic degenerative liver disease that leads to the formation of permanent scar tissue in the liver and loss of liver function. It often results from chronic alcohol abuse or diseases like hepatitis and interferes with blood flow through the liver, which can lead to serious complications such as bleeding, liver cancer, and potentially death.",0.2978723404255319,0.24175824175824173,0.2978723404255319
q139,What is 'C. difficile' (C. diff)?,disease,high,"Clostridioides difficile, or C. diff, is a bacterium that can cause severe diarrhea and life-threatening inflammation of the colon (colitis). It often affects older adults in hospitals or long-term care facilities and typically occurs after use of antibiotic medications.","C. difficile, or Clostridioides difficile, is a bacterium that can cause inflammation of the colon, known as colitis, leading to symptoms like diarrhea, abdominal pain, and fever. It is often associated with antibiotic use that disrupts normal gut flora, allowing C. difficile to proliferate. It is a significant cause of hospital-acquired infections.",0.42857142857142855,0.32967032967032966,0.42857142857142855
q140,What is 'angioedema'?,side_effects,high,"Angioedema is swelling in the deep layers of the skin, often around the eyes and lips. It can be a side effect of some medications (like ACE inhibitors) or part of an allergic reaction. Swelling in the throat can be life-threatening.","Angioedema is another term for hives, which are sudden swellings of the skin often caused by an allergic reaction.",0.42105263157894735,0.26666666666666666,0.42105263157894735
q141,What is 'petechiae'?,symptom,high,"Petechiae are tiny, pinpoint, round spots that appear on the skin as a result of bleeding under the skin. They are non-blanching (don't disappear when pressed) and can be a sign of a low platelet count, infection, or other serious conditions.","Petechiae are tiny areas of bleeding under the skin that appear as small red or purple spots, often caused by leaky blood vessels. They may start as pinpoint hemorrhages and can spread into larger patches. These spots could indicate a serious health issue if they cluster together.",0.37777777777777777,0.25,0.37777777777777777
q142,What is 'gastroenteritis'?,disease,easy,"Gastroenteritis, often called the 'stomach flu,' is inflammation of the stomach and intestines. It's typically caused by a virus (like norovirus) or bacteria and leads to symptoms like diarrhea, vomiting, abdominal cramps, and fever.","Gastroenteritis is a term used for the infection or irritation of the digestive tract, particularly the stomach and intestine. It is often called the stomach or intestinal flu and is the second most common illness in the United States after the common cold.",0.2903225806451613,0.18181818181818182,0.2903225806451613
q143,What is 'thalassemia'?,disease,high,"Thalassemia is an inherited (genetic) blood disorder that causes your body to have less hemoglobin than normal. This can lead to anemia, leaving you fatigued.","Thalassemia is a group of inherited blood disorders characterized by reduced or absent amounts of hemoglobin, the oxygen-carrying protein inside red blood cells. There are two basic groups: alpha thalassemia and beta thalassemia, which cause varying degrees of anemia.",0.11428571428571428,0.125,0.125
q144,What is 'hemophilia'?,disease,high,"Hemophilia is a rare, inherited bleeding disorder in which the blood does not clot properly. This is because the blood lacks sufficient blood-clotting proteins (clotting factors). This can lead to spontaneous bleeding or prolonged bleeding after an injury.","Hemophilia is a medical condition where individuals experience frequent spontaneous bleeding, often into their joints, skin, and muscles, due to low levels of specific clotting factors. This condition can lead to life-threatening hemorrhages after surgery or trauma, requiring careful management to prevent severe bleeding.",0.24390243902439024,0.1951219512195122,0.24390243902439024
q145,What is 'polycythemia vera'?,disease,high,"Polycythemia vera is a rare, slow-growing blood cancer in which your bone marrow makes too many red blood cells. This excess of cells thickens your blood, slowing its flow, which can lead to serious problems like blood clots.","Polycythemia vera (PV) is a chronic blood disorder characterized by an abnormal increase in red blood cells, white blood cells, and platelets produced by the bone marrow. It is a myeloproliferative disorder where the bone marrow produces too many cells too quickly, leading to symptoms related to increased blood volume and viscosity. PV can evolve into other disorders or acute leukemia over time.",0.28,0.25742574257425743,0.28
q146,What is 'sickle cell anemia'?,disease,medium,"Sickle cell anemia is an inherited red blood cell disorder. In this condition, the red blood cells are misshapen (like a sickle or crescent) and become rigid and sticky, which can slow or block blood flow and oxygen to parts of the body, causing pain and organ damage.","Sickle cell anemia is an inherited disorder characterized by a genetic flaw in hemoglobin production, causing red blood cells to take on a crescent or sickle shape. This abnormal shape inhibits their circulation, leading to chronic anemia, painful episodes, and potential tissue and organ damage. It primarily affects people of African descent.",0.3958333333333333,0.32,0.3958333333333333
q147,What is an 'ischemic stroke'?,disease,medium,"An ischemic stroke is the most common type of stroke. It occurs when a blood vessel supplying blood to the brain becomes blocked, usually by a blood clot. This deprives the brain of oxygen and nutrients, causing brain cells to die.","An ischemic stroke occurs when a blood clot blocks a cerebral artery, which can be due to plaque-narrowed arteries or a clot traveling from the heart or aorta, leading to restricted blood flow to the brain.",0.32142857142857145,0.28571428571428575,0.32142857142857145
q148,What is a 'hemorrhagic stroke'?,disease,medium,A hemorrhagic stroke occurs when a weakened blood vessel (like an aneurysm) in the brain ruptures and bleeds into the surrounding brain tissue. This bleeding puts pressure on brain cells and damages them.,"A hemorrhagic stroke is when a blood vessel in the brain ruptures, leading to bleeding within or around the brain. This disrupts oxygen delivery, causing brain cells in the affected area to die, potentially resulting in severe neurological deficits.",0.375,0.3888888888888889,0.3888888888888889
q149,What is a 'TIA' (Transient Ischemic Attack)?,disease,medium,"A TIA, often called a 'mini-stroke,' is a temporary period of symptoms similar to those of a stroke. It's caused by a brief blockage of blood flow to the brain. A TIA is a serious warning sign of a future stroke and requires immediate medical attention.","A transient ischemic attack (TIA) is a ""mini-stroke"" caused by a temporary deficiency of blood supply to the brain. Unlike a stroke, the symptoms of a TIA usually disappear within a few minutes, but it serves as a strong warning sign for an impending stroke. Immediate recognition and treatment of a TIA are crucial for preventing a full-blown stroke.",0.37777777777777777,0.3428571428571429,0.37777777777777777
q150,What is 'systemic lupus erythematosus' (Lupus)?,disease,high,"Lupus is a chronic autoimmune disease that can cause inflammation and pain in any part of the body. It most commonly affects the skin, joints, and internal organs like the kidneys and heart. It's characterized by 'flares' (when symptoms worsen) and 'remissions' (when symptoms improve).","Systemic lupus erythematosus (SLE) is an autoimmune disorder where the body's antibodies mistakenly attack its own tissues, leading to inflammation and damage in various organs and systems.",0.3076923076923077,0.2222222222222222,0.3076923076923077
q151,What is 'Reye's syndrome'?,side_effects,high,"Reye's syndrome is a rare but extremely serious condition that causes swelling in the liver and brain. It most often affects children and teenagers recovering from a viral infection, like the flu or chickenpox, and has a strong association with aspirin use. This is why aspirin should not be given to children for fever.","Reye's syndrome is a rare disorder that primarily affects the liver and brain, causing life-threatening neurological symptoms. It mainly occurs in children and teenagers following a viral infection such as the flu or chickenpox and is associated with a reaction to aspirin. Symptoms include vomiting, liver damage, and brain swelling, and it requires emergency medical attention.",0.41304347826086957,0.3818181818181819,0.41304347826086957
q152,What is an 'SSRI'?,treatment,medium,"""SSRI stands for Selective Serotonin Reuptake Inhibitor. It's the most commonly prescribed class of antidepressants used to treat depression and anxiety. They work by increasing the levels of serotonin in the brain. Examples include fluoxetine (Prozac) and sertraline (Zoloft).”","SSRIs, or selective serotonin reuptake inhibitors, are a class of drugs primarily prescribed to treat mental depression. They are thought to work by correcting chemical imbalances in the brain, specifically by altering the levels of neurotransmitters.",0.45161290322580644,0.3466666666666667,0.45161290322580644
q153,What is an 'SNRI'?,treatment,medium,"SNRI stands for Serotonin-Norepinephrine Reuptake Inhibitor. It's a class of antidepressant used to treat depression, anxiety, and chronic pain. They work by increasing the levels of both serotonin and norepinephrine in the brain. Examples include venlafaxine (Effexor) and duloxetine (Cymbalta).","The term 'SNRI' refers to Serotonin-Norepinephrine Reuptake Inhibitor, which is not covered in the provided context. However, SNRIs are a class of medications typically used to treat depression and anxiety by increasing the levels of serotonin and norepinephrine in the brain.",0.5,0.49382716049382713,0.5
q154,What is 'hypoxia'?,symptom,medium,"Hypoxia is a condition in which the body or a region of the body is deprived of an adequate oxygen supply at the tissue level. 'Hypoxemia' refers specifically to low oxygen levels in the blood, which leads to hypoxia.","Hypoxia is the reduction of oxygen supply to the tissues. It can lead to symptoms such as increased breathing rate, lightheadedness, dizziness, tingling sensations, sweating, and behavioral changes like an inappropriate sense of euphoria.",0.25806451612903225,0.24657534246575344,0.25806451612903225
q155,What is 'intubation'?,medical_procedure,medium,"Intubation (specifically, endotracheal intubation) is a medical procedure where a tube is placed into the windpipe (trachea) through the mouth or nose. It's done to help a patient breathe, either during anesthesia for surgery or in an emergency when they cannot breathe on their own.",Intubation is a medical procedure where a tube is inserted through the mouth and into the trachea to keep the airway open and help a patient breathe.,0.6666666666666666,0.4444444444444444,0.6666666666666666
q156,What is a 'ventilator'?,treatment,medium,"A ventilator, or breathing machine, is a medical device that provides mechanical ventilation by moving air into and out of the lungs. It is used for patients who are unable to breathe on their own or who are not breathing effectively.","A ventilator, sometimes called a respirator, is a machine that helps patients to breathe.",0.5,0.2545454545454546,0.5
q157,What is a 'nebulizer'?,treatment,easy,"A nebulizer is a medical device that turns liquid medication into a fine mist, which is then inhaled through a mouthpiece or mask. It is often used to deliver breathing treatments (like albuterol) directly to the lungs for conditions like asthma or COPD.","A nebulizer is a device that turns liquid forms of medicine into a fine mist or spray that can be inhaled, allowing the medication to be delivered directly to the lungs.",0.56,0.4324324324324324,0.56
q158,What is 'hypoglycemia'?,symptom,medium,"Hypoglycemia is the medical term for low blood sugar (glucose). It's most common in people with diabetes who take insulin or other diabetes medications. Symptoms include shakiness, sweating, confusion, and a rapid heartbeat.","Hypoglycemia is a condition characterized by low blood sugar levels, where blood glucose concentrations fall below the necessary level to support the body's energy needs and cellular stability.",0.3076923076923077,0.19672131147540986,0.3076923076923077
q159,What is 'hyperglycemia'?,symptom,medium,"Hyperglycemia is the medical term for high blood sugar (glucose). It's a hallmark sign of diabetes and can cause symptoms like increased thirst, frequent urination, and blurred vision. Left untreated, it can lead to serious complications.","Hyperglycemia is a condition characterized by excessively high levels of glucose in the blood. It occurs when the body does not have enough insulin or cannot use the insulin effectively, and it is often indicative of uncontrolled diabetes.",0.25,0.16216216216216214,0.25
q160,What is 'diabetic ketoacidosis' (DKA)?,disease,high,"DKA is a serious, life-threatening complication of diabetes (most often Type 1). It occurs when the body doesn't have enough insulin and starts to break down fat for fuel, producing high levels of blood acids called ketones. Symptoms include fruity-smelling breath, deep breathing, and confusion.","Diabetic ketoacidosis (DKA) is a serious condition that occurs when the body becomes too acidic due to severe insulin deficiency. It commonly affects individuals with type I diabetes, especially under the age of 19, and can be triggered by factors like interrupted insulin treatment, acute infection, or trauma. DKA is characterized by high blood sugar levels, frequent urination, and excessive thirst.",0.26785714285714285,0.20754716981132076,0.26785714285714285
q161,What is 'peripheral neuropathy'?,disease,medium,"Peripheral neuropathy is damage to the peripheral nerves (the nerves outside the brain and spinal cord). It most commonly causes weakness, numbness, and pain, usually in the hands and feet. It is a common complication of uncontrolled diabetes.","Peripheral neuropathy is a condition where the peripheral nerves, which are outside the brain and spinal cord, are damaged. It can involve one nerve (neuritis) or many nerves (polyneuropathy), and has various causes such as diabetes, leprosy, or rare conditions like acrylamide poisoning.",0.3157894736842105,0.29629629629629634,0.3157894736842105
q162,What is 'metabolic syndrome'?,disease,medium,"Metabolic syndrome is not a single disease, but a cluster of conditions that occur together, increasing your risk of heart disease, stroke, and type 2 diabetes. These conditions include high blood pressure, high blood sugar, excess body fat around the waist, and abnormal cholesterol levels.","Metabolic syndrome is a disorder characterized by a group of conditions that increase the risk of heart disease, stroke, and type 2 diabetes. It was previously referred to as syndrome X and is sometimes called insulin resistance syndrome. This syndrome includes a combination of factors like high blood pressure, high blood sugar, excess body fat around the waist, and abnormal cholesterol or triglyceride levels.",0.5384615384615384,0.6055045871559632,0.6055045871559632
q163,What is 'scleral icterus'?,symptom,high,"Scleral icterus is the medical term for the yellowing of the sclera (the white part of the eye). It is a key sign of jaundice, which is caused by a high level of bilirubin in the blood, often indicating liver or gallbladder problems.","Scleral icterus refers to the yellowing of the white part of the eye (sclera), often indicating elevated bilirubin levels in the body, typically associated with jaundice.",0.5,0.37681159420289856,0.5
q164,What is 'jaundice'?,symptom,medium,"Jaundice is a condition that causes the skin and the whites of the eyes (sclera) to turn yellow. It's caused by a buildup of bilirubin, a yellow substance that the liver processes. It is a sign of an underlying problem, such as liver disease, hepatitis, or gallstones.","Jaundice is a condition characterized by a yellowish tinge to the skin and whites of the eyes, resulting from a malfunction of the biliary system and/or liver and build-up of bile components, such as bilirubin, in the blood.",0.5,0.4,0.5
q165,What is 'hepatitis'?,disease,medium,"Hepatitis is the medical term for inflammation of the liver. It's most commonly caused by a virus (Hepatitis A, B, or C), but can also be caused by heavy alcohol use, toxins, or certain medications. It can lead to liver damage, cirrhosis, or liver cancer.",Hepatitis is a general inflammation of the liver.,0.875,0.22641509433962267,0.875
